job_id,job_date,customer,press,shift,stock_type,ink_config,cards_per_sheet,qty_ordered,passes,sheets_run,cards_delivered,waste_pct,color_delta_e,register_error,dot_gain_pct,cut_deviation_mm,foil_adhesion,quality_pass,jam_count,total_press_time,paper_cost,press_cost,ink_cost,plate_cost,finishing_cost,total_cost,revenue,gross_profit,gross_margin_pct,delivery_quoted,delivery_actual,delivery_status,jam_time_hrs,qc_downtime_hrs,mr_hrs,labor_rate,bill_rate
JOB-01026,2022-06-02,CUST-B,4520,Black Night,White,4/4 CMYK,121,12223,2,12767,1544807,4.26,0.1,0.075,22.8,0.362,,1,0,3.64,702.18,524.16,14.51,260,0.0,1500.85,3196.06,1695.21,53.0,7,6,ON-TIME,0.0,0.0,0.8180612537707487,144.0,254.0
JOB-01027,2022-06-02,CUST-A,4520,Black Night,Foil,4/4 + Spot Gloss,121,8764,2,9824,1188704,10.79,0.1,0.067,29.1,0.003,100.0,1,1,4.4,3143.68,633.6,15.26,380,88.42,4260.96,6436.07,2175.11,33.8,6,5,ON-TIME,0.3333333333333333,0.0,1.3026057498552717,144.0,254.0
JOB-01028,2022-06-02,CUST-B,4210,Red Night,Foil,4/4 CMYK,100,13381,1,14720,1472000,9.1,0.1,0.112,24.8,0.469,98.0811596397485,1,0,3.27,4710.4,503.58,18.17,260,0.0,5492.15,9068.69,3576.54,39.4,8,8,ON-TIME,0.0,0.0,0.648582084053762,154.0,289.0
JOB-01029,2022-06-03,CUST-A,4360,Black Night,White,4/4 + Spot Gloss,121,5000,2,5385,651585,7.15,0.1,0.027,26.8,0.379,,1,0,2.41,296.18,347.04,11.31,380,48.46,1082.99,1797.84,714.85,39.8,10,6,ON-TIME,0.0,0.0,1.047057057757396,144.0,254.0
JOB-01030,2022-06-03,CUST-A,4180,Red Day,White,4/4 CMYK,121,12924,2,13467,1629507,4.03,0.32,0.057,22.7,0.084,,1,0,4.47,740.68,625.8,18.14,260,0.0,1644.62,3012.96,1368.34,45.4,5,5,ON-TIME,0.0,0.0,0.9889635947855965,140.0,250.0
JOB-01031,2022-06-03,CUST-A,4210,Black Day,White,4/4 + Foil Stamp,121,7443,1,7951,962071,6.39,0.13,0.032,24.3,0.146,,1,0,1.82,437.3,273.0,16.41,520,143.12,1389.83,2066.44,676.61,32.7,4,6,LATE,0.0,0.0,0.8705203428195849,150.0,285.0
JOB-01032,2022-06-04,CUST-B,4360,Red Day,Foil,4/4 CMYK,121,7055,2,7810,945010,9.67,0.21,0.079,15.8,0.679,71.91290917940654,0,0,4.14,2499.2,579.6,7.57,260,0.0,3346.37,5611.09,2264.72,40.4,10,6,ON-TIME,0.0,0.25,1.2469200324263516,140.0,250.0
JOB-01033,2022-06-04,CUST-A,4180,Red Day,White,4/4 CMYK,100,13964,2,14540,1454000,3.96,0.11,0.01,19.9,0.126,,1,0,4.83,799.7,676.2,19.54,260,0.0,1755.44,3259.99,1504.55,46.2,9,7,ON-TIME,0.0,0.0,1.1670113018213921,140.0,250.0
JOB-01034,2022-06-04,CUST-A,4520,Red Day,White,4/4 CMYK,100,14647,2,15209,1520900,3.7,0.14,0.03,26.2,0.015,,1,0,4.37,836.5,611.8,16.23,260,0.0,1724.53,3280.74,1556.21,47.4,5,5,ON-TIME,0.0,0.0,0.8473011373408912,140.0,250.0
JOB-01035,2022-06-04,CUST-A,4140,Black Day,Foil,4/4 CMYK,100,14138,2,15475,1547500,8.64,0.75,0.047,20.9,0.288,80.69821558040054,1,0,6.41,4952.0,897.4,20.86,260,0.0,6130.26,9427.45,3297.19,35.0,7,6,ON-TIME,0.0,0.0,1.439118153745843,140.0,250.0
JOB-01036,2022-06-04,CUST-B,4180,Red Night,Foil,4/4 + Spot Gloss,121,18154,2,20312,2457752,10.62,0.11,0.159,17.3,0.026,93.56681727642594,1,0,8.91,6499.84,1283.04,33.17,380,182.81,8378.86,13607.73,5228.87,38.4,5,7,LATE,0.0,0.0,1.3680790690176656,144.0,254.0
JOB-01037,2022-06-04,CUST-B,4520,Black Day,White,4/4 CMYK,121,15067,2,15642,1892682,3.68,0.15,0.074,26.8,0.043,,1,0,4.89,860.31,684.6,17.93,260,0.0,1822.84,3892.22,2069.38,53.2,9,6,ON-TIME,0.0,0.0,1.2178984554423367,140.0,250.0
JOB-01038,2022-06-04,CUST-A,4140,Red Day,Foil,4/4 + Foil Stamp,100,6818,2,7633,763300,10.68,0.1,0.24,26.5,0.31,83.12233259530551,1,0,3.87,2442.56,541.8,14.69,520,137.39,3656.44,5571.93,1915.49,34.4,10,5,ON-TIME,0.0,0.0,1.5391737219996164,140.0,250.0
JOB-01039,2022-06-04,CUST-B,4180,Red Night,White,4/4 CMYK,100,10566,2,11163,1116300,5.35,0.29,0.075,30.1,0.053,,0,1,4.22,613.96,607.68,10.04,260,0.0,1491.68,2845.07,1353.39,47.6,9,5,ON-TIME,0.3333333333333333,0.25,0.8096181858130074,144.0,254.0
JOB-01040,2022-06-04,CUST-A,4210,Black Day,Foil,4/4 + Foil Stamp,121,8559,1,9481,1147201,9.72,0.34,0.035,21.0,0.189,92.50345547948993,1,0,2.7,3033.92,405.0,21.03,520,170.66,4150.61,6220.68,2070.07,33.3,8,5,ON-TIME,0.0,0.0,1.1034065355712903,150.0,285.0
JOB-01041,2022-06-04,CUST-A,4360,Black Night,White,4/4 + Spot Gloss,100,18116,2,19239,1923900,5.84,0.32,0.105,31.7,0.098,,0,0,5.41,1058.14,779.04,35.91,380,173.15,2426.24,4301.6,1875.36,43.6,8,5,ON-TIME,0.0,0.25,0.7668631817820528,144.0,254.0
JOB-01042,2022-06-05,CUST-A,4210,Red Night,Foil,4/4 + Spot UV,100,14419,1,15972,1597200,9.72,0.1,0.073,28.8,0.226,89.23080688323758,1,0,4.06,5111.04,625.24,25.24,380,143.75,6285.27,9370.56,3085.29,32.9,6,6,ON-TIME,0.0,0.0,1.2319335274510774,154.0,289.0
JOB-01043,2022-06-05,CUST-A,4360,Black Day,White,4/4 + Spot UV,100,9244,2,9788,978800,5.56,0.1,0.013,27.2,0.038,,1,0,2.99,538.34,418.6,15.19,380,88.09,1440.22,2542.09,1101.87,43.3,7,6,ON-TIME,0.0,0.0,0.8293751025972651,140.0,250.0
JOB-01044,2022-06-05,CUST-B,4180,Black Night,White,4/4 + Spot UV,121,13511,2,14451,1748571,6.5,0.1,0.103,30.0,0.098,,0,0,5.11,794.8,735.84,29.24,380,130.06,2069.94,3856.52,1786.58,46.3,8,6,ON-TIME,0.0,0.25,0.923995321126599,144.0,254.0
JOB-01045,2022-06-05,CUST-B,4140,Black Day,White,4/4 + Foil Stamp,100,5071,2,5479,547900,7.45,0.1,0.009,23.0,0.057,,1,0,2.32,301.35,324.8,8.12,520,98.62,1252.89,2267.4,1014.51,44.7,7,5,ON-TIME,0.0,0.0,1.0435108184297228,140.0,250.0
JOB-01046,2022-06-05,CUST-A,4360,Red Day,White,4/4 CMYK,121,11001,2,11454,1385934,3.95,0.1,0.012,20.2,0.041,,1,0,3.7,629.97,518.0,12.9,260,0.0,1420.87,2705.58,1284.71,47.5,8,5,ON-TIME,0.0,0.0,1.147695756274212,140.0,250.0
JOB-01047,2022-06-05,CUST-A,4210,Red Day,White,4/4 + Foil Stamp,121,6248,1,6694,809974,6.66,0.1,0.082,16.3,0.052,,1,0,1.64,368.17,246.0,12.67,520,120.49,1267.33,1883.51,616.18,32.7,4,6,LATE,0.0,0.0,0.8594084308841431,150.0,285.0
JOB-01048,2022-06-05,CUST-B,4140,Black Night,Foil,4/4 + Spot UV,121,5000,2,5662,685102,11.69,0.28,0.169,28.0,0.067,94.32401918467518,1,0,3.38,1811.84,486.72,9.15,380,50.96,2738.67,4593.66,1854.99,40.4,9,7,ON-TIME,0.0,0.0,1.441408880151933,144.0,254.0
JOB-01049,2022-06-06,SPOT-JOBS,4520,Red Day,White,4/4 CMYK,121,13138,2,13655,1652255,3.79,0.1,0.094,23.7,0.448,,1,0,4.12,751.02,576.8,13.0,260,0.0,1600.82,3782.14,2181.32,57.7,5,6,LATE,0.0,0.0,1.002496114268045,140.0,250.0
JOB-01050,2022-06-06,CUST-A,4520,Black Night,White,4/4 + Spot Gloss,121,13634,2,14471,1750991,5.78,0.27,0.024,23.4,0.126,,1,0,4.78,795.9,688.32,26.74,380,130.24,2021.2,3504.31,1483.11,42.3,3,6,LATE,0.0,0.0,1.0488196941353318,144.0,254.0
JOB-01051,2022-06-06,SPOT-JOBS,4140,Black Day,White,4/4 CMYK,121,11828,2,12320,1490720,3.99,0.1,0.126,24.8,0.093,,1,0,3.68,677.6,515.2,13.19,260,0.0,1465.99,3348.2,1882.21,56.2,6,5,ON-TIME,0.0,0.0,0.6466367816108483,140.0,250.0
JOB-01052,2022-06-06,CUST-A,4140,Black Night,White,4/4 + Spot Gloss,100,9268,2,9897,989700,6.36,0.1,0.092,24.4,0.121,,1,0,3.55,544.34,511.2,15.18,380,89.07,1539.79,2686.9,1147.11,42.7,7,6,ON-TIME,0.0,0.0,1.205218035281175,144.0,254.0
JOB-01053,2022-06-07,CUST-A,4520,Black Night,Foil,4/4 + Spot Gloss,100,5000,2,5690,569000,12.13,0.2,0.198,28.4,0.92,88.95847581003105,0,0,3.09,1820.8,444.96,9.08,380,51.21,2706.05,4055.02,1348.97,33.3,12,5,ON-TIME,0.0,0.25,1.1772072430263667,144.0,254.0
JOB-01054,2022-06-07,CUST-B,4520,Black Night,Foil,4/4 + Spot Gloss,100,5354,2,6031,603100,11.23,0.19,0.136,21.2,0.176,74.36377806078934,1,0,2.87,1929.92,413.28,11.04,380,54.28,2788.52,4721.05,1932.53,40.9,7,5,ON-TIME,0.0,0.0,1.1423906954474783,144.0,254.0
JOB-01055,2022-06-07,CUST-A,4520,Red Night,White,4/4 + Spot Gloss,121,6122,2,6566,794486,6.76,0.1,0.06,20.5,0.201,,1,0,2.91,361.13,419.04,10.03,380,59.09,1229.29,2123.75,894.46,42.1,8,5,ON-TIME,0.0,0.0,1.3873616299359337,144.0,254.0
JOB-01056,2022-06-07,CUST-A,4180,Black Night,Foil,4/4 + Spot UV,121,9065,2,10204,1234684,11.16,0.42,0.014,25.8,0.068,97.00950132523654,1,0,3.91,3265.28,563.04,22.93,380,91.84,4323.09,6372.21,2049.12,32.2,8,6,ON-TIME,0.0,0.0,0.5727922089618912,144.0,254.0
JOB-01057,2022-06-07,CUST-A,4080,Red Night,Foil,4/4 + Spot Gloss,100,14304,2,16327,1632700,12.39,0.24,0.171,35.3,0.132,100.0,0,0,8.13,5224.64,1170.72,34.33,380,146.94,6956.63,9876.17,2919.54,29.6,4,6,LATE,0.0,0.25,1.2738223334160752,144.0,254.0
JOB-01058,2022-06-07,CUST-B,4180,Red Night,White,4/4 + Foil Stamp,121,14241,2,15322,1853962,7.06,0.3,0.088,21.7,0.036,,1,0,4.67,842.71,672.48,26.04,520,275.8,2337.03,4255.1,1918.07,45.1,7,4,ON-TIME,0.0,0.0,0.5520264560287097,144.0,254.0
JOB-01059,2022-06-07,CUST-B,4210,Black Day,White,4/4 CMYK,100,5000,1,5266,526600,5.05,0.23,0.022,24.3,0.159,,1,0,1.47,289.63,220.5,5.4,260,0.0,775.53,1403.98,628.45,44.8,7,5,ON-TIME,0.0,0.0,0.8543202968384367,150.0,285.0
JOB-01060,2022-06-07,CUST-A,4180,Black Night,White,4/4 CMYK,100,7227,2,7650,765000,5.53,0.12,0.1,19.5,0.076,,1,1,2.93,420.75,421.92,10.48,260,0.0,1113.15,1941.72,828.57,42.7,8,5,ON-TIME,0.3333333333333333,0.0,0.8601757622727503,144.0,254.0
JOB-01061,2022-06-08,CUST-A,4210,Black Night,White,4/4 + Spot Gloss,121,7119,1,7599,919479,6.32,0.32,0.053,22.8,0.219,,1,0,1.27,417.94,195.58,13.61,380,68.39,1075.52,1575.5,499.98,31.7,8,6,ON-TIME,0.0,0.0,0.3305135874613251,154.0,289.0
JOB-01062,2022-06-08,CUST-A,4210,Black Night,Foil,4/4 CMYK,100,5000,1,5577,557700,10.35,0.37,0.087,18.2,0.038,84.0618905592844,1,0,2.27,1784.64,349.58,7.6,260,0.0,2401.82,3684.27,1282.45,34.8,9,6,ON-TIME,0.0,0.0,1.217825971210974,154.0,289.0
JOB-01063,2022-06-08,CUST-A,4210,Red Night,Foil,4/4 CMYK,100,12264,1,13502,1350200,9.17,0.63,0.048,13.5,0.082,83.83323034843478,1,0,3.12,4320.64,480.48,17.5,260,0.0,5078.62,7598.47,2519.85,33.2,6,5,ON-TIME,0.0,0.0,0.742045598151154,154.0,289.0
JOB-01064,2022-06-08,CUST-A,4210,Red Night,White,4/4 + Spot Gloss,121,9015,1,9591,1160511,6.01,0.25,0.008,25.3,0.101,,1,0,2.12,527.5,326.48,14.3,380,86.32,1334.6,2057.86,723.26,35.1,8,6,ON-TIME,0.0,0.0,0.9517981476141972,154.0,289.0
JOB-01065,2022-06-08,CUST-B,4140,Black Day,White,4/4 + Spot Gloss,121,9547,2,10123,1224883,5.69,0.22,0.015,21.8,0.027,,1,0,2.95,556.76,413.0,21.63,380,91.11,1462.5,2912.83,1450.33,49.8,6,6,ON-TIME,0.0,0.0,0.8050667777174222,140.0,250.0
JOB-01066,2022-06-08,CUST-A,4210,Red Day,White,4/4 + Spot Gloss,121,15383,1,16178,1957538,4.91,0.1,0.084,15.9,0.01,,1,0,2.6,889.79,390.0,30.6,380,145.6,1835.99,2843.66,1007.67,35.4,6,6,ON-TIME,0.0,0.0,0.7257151583457041,150.0,285.0
JOB-01067,2022-06-09,CUST-A,4210,Red Day,White,4/4 CMYK,121,10353,1,10773,1303533,3.9,0.1,0.018,18.9,0.053,,1,0,1.73,592.52,259.5,13.57,260,0.0,1125.59,1775.32,649.73,36.6,11,5,ON-TIME,0.0,0.0,0.4346251099170377,150.0,285.0
JOB-01068,2022-06-09,CUST-A,4210,Red Night,Foil,4/4 CMYK,121,8277,1,9152,1107392,9.56,0.48,0.0,25.6,0.125,85.64997532163767,1,0,3.12,2928.64,480.48,9.18,260,0.0,3678.3,5479.5,1801.2,32.9,4,6,LATE,0.0,0.0,1.0849281723901767,154.0,289.0
JOB-01069,2022-06-09,CUST-A,4210,Red Night,Foil,4/4 + Spot Gloss,121,12288,1,13629,1649109,9.84,0.25,0.615,22.3,0.168,97.15440360592598,1,0,3.33,4361.28,512.82,19.19,380,122.66,5395.95,7994.73,2598.78,32.5,6,6,ON-TIME,0.0,0.0,0.8852131769541995,154.0,289.0
JOB-01070,2022-06-09,SPOT-JOBS,4210,Red Night,White,4/4 CMYK,121,14235,1,14828,1794188,4.0,0.1,0.016,23.0,0.088,,1,0,2.39,815.54,368.06,15.82,260,0.0,1459.42,2953.17,1493.75,50.6,8,5,ON-TIME,0.0,0.0,0.7413504864536692,154.0,289.0
JOB-01071,2022-06-09,CUST-A,4140,Red Day,Foil,4/4 CMYK,100,11185,2,12269,1226900,8.84,0.1,0.107,21.0,0.104,94.47974255244453,1,0,5.3,3926.08,742.0,12.11,260,0.0,4940.19,7559.41,2619.22,34.6,6,6,ON-TIME,0.0,0.0,1.2262434102183761,140.0,250.0
JOB-01072,2022-06-09,CUST-A,4080,Red Day,White,4/4 CMYK,121,12756,2,13357,1616197,4.5,0.17,0.196,24.4,0.141,,1,0,4.32,734.64,604.8,15.01,260,0.0,1614.45,2878.94,1264.49,43.9,8,6,ON-TIME,0.0,0.0,0.6703972198252721,140.0,250.0
JOB-01073,2022-06-10,CUST-A,4360,Red Day,White,4/4 CMYK,121,9417,2,9822,1188462,4.12,0.1,0.055,19.5,0.103,,1,0,3.35,540.21,469.0,9.14,260,0.0,1278.35,2409.19,1130.84,46.9,5,6,LATE,0.0,0.0,1.1382204392297133,140.0,250.0
JOB-01074,2022-06-10,CUST-A,4360,Black Night,White,4/4 CMYK,121,9672,2,10128,1225488,4.5,0.1,0.111,22.3,0.016,,1,0,3.26,557.04,469.44,13.99,260,0.0,1300.47,2405.04,1104.57,45.9,4,6,LATE,0.0,0.0,0.8872999630687991,144.0,254.0
JOB-01075,2022-06-10,CUST-A,4210,Red Night,Foil,4/4 CMYK,121,10452,1,11525,1394525,9.31,0.1,0.396,20.8,0.082,83.11993014830529,1,0,3.28,3688.0,505.12,10.91,260,0.0,4464.03,6858.92,2394.89,34.9,6,5,ON-TIME,0.0,0.0,1.4590393671717985,154.0,289.0
JOB-01076,2022-06-10,CUST-A,4210,Red Night,Foil,4/4 CMYK,121,6987,1,7745,937145,9.79,0.27,0.208,19.8,0.036,80.94610242076054,1,0,2.25,2478.4,346.5,10.13,260,0.0,3095.03,4680.45,1585.42,33.9,8,6,ON-TIME,0.0,0.0,0.9040805703043245,154.0,289.0
JOB-01077,2022-06-11,CUST-A,4210,Black Day,White,4/4 + Spot Gloss,121,7727,1,8187,990627,5.62,0.1,0.047,19.4,0.105,,1,0,1.77,450.28,265.5,18.42,380,73.68,1187.88,1801.19,613.31,34.1,7,5,ON-TIME,0.0,0.0,0.7376683874340418,150.0,285.0
JOB-01078,2022-06-11,CUST-A,4520,Red Day,White,4/4 CMYK,121,15511,2,16099,1947979,3.65,0.1,0.027,19.3,0.204,,1,0,4.41,885.44,617.4,15.5,260,0.0,1778.34,3400.38,1622.04,47.7,9,6,ON-TIME,0.0,0.0,0.7286832621192408,140.0,250.0
JOB-01079,2022-06-11,CUST-A,4210,Black Night,Foil,4/4 CMYK,100,18031,1,19793,1979300,8.9,0.29,0.07,19.6,0.137,80.10120054791416,1,0,3.86,6333.76,594.44,21.26,260,0.0,7209.46,10827.4,3617.94,33.4,5,5,ON-TIME,0.0,0.0,0.6772780466633208,154.0,289.0
JOB-01080,2022-06-12,CUST-A,4140,Black Night,Foil,4/4 + Spot UV,100,16368,2,18255,1825500,10.34,0.3,0.212,29.2,0.043,80.8261116136066,1,0,8.22,5841.6,1183.68,37.66,380,164.3,7607.24,11227.78,3620.54,32.2,6,7,LATE,0.0,0.0,1.4694217225244908,144.0,254.0
JOB-01081,2022-06-12,SPOT-JOBS,4210,Red Day,White,4/4 + Foil Stamp,121,5000,1,5381,651101,7.08,0.1,0.11,25.0,0.032,,1,0,1.61,295.96,241.5,11.02,520,96.86,1165.34,2155.83,990.49,45.9,7,6,ON-TIME,0.0,0.0,0.9697830408012734,150.0,285.0
JOB-01082,2022-06-12,CUST-A,4210,Red Night,White,4/4 CMYK,121,5000,1,5288,639848,5.45,0.1,0.124,23.8,0.006,,1,0,1.35,290.84,207.9,4.76,260,0.0,763.5,1208.59,445.09,36.8,6,5,ON-TIME,0.0,0.0,0.7095360318675125,154.0,289.0
JOB-01083,2022-06-12,CUST-A,4080,Black Night,Foil,4/4 + Spot UV,121,5237,2,6087,736527,13.96,0.23,0.125,31.4,0.115,70.32474009486697,0,0,4.31,1947.84,620.64,8.96,380,54.78,3012.22,4237.91,1225.69,28.9,8,6,ON-TIME,0.0,0.25,1.2803310202153275,144.0,254.0
JOB-01084,2022-06-12,CUST-A,4520,Black Night,White,4/4 CMYK,100,10537,2,11023,1102300,4.41,0.19,0.045,22.0,0.094,,1,0,3.68,606.26,529.92,10.44,260,0.0,1406.62,2674.8,1268.18,47.4,7,6,ON-TIME,0.0,0.0,1.2483731748342577,144.0,254.0
JOB-01085,2022-06-12,CUST-A,4520,Red Night,White,4/4 CMYK,121,5000,2,5295,640695,5.57,0.1,0.026,29.3,0.045,,1,0,2.26,291.23,325.44,6.34,260,0.0,883.01,1589.39,706.38,44.4,8,6,ON-TIME,0.0,0.0,1.057893114984242,144.0,254.0
JOB-01086,2022-06-12,CUST-B,4140,Black Day,Foil,4/4 + Spot UV,100,7644,2,8483,848300,9.89,0.1,0.0,29.0,0.217,100.0,1,0,4.04,2714.56,565.6,12.36,380,76.35,3748.87,6352.13,2603.26,41.0,8,5,ON-TIME,0.0,0.0,1.3712040477706657,140.0,250.0
JOB-01087,2022-06-12,CUST-A,4360,Red Day,Foil,4/4 + Spot UV,121,15628,2,17157,2075997,8.91,0.37,0.139,21.0,0.07,86.57927097101928,1,0,6.39,5490.24,894.6,33.2,380,154.41,6952.45,10648.75,3696.3,34.7,4,6,LATE,0.0,0.0,1.2718166431745894,140.0,250.0
JOB-01088,2022-06-12,CUST-B,4140,Black Night,Foil,4/4 + Spot Gloss,121,13929,2,15553,1881913,10.44,0.62,0.037,23.6,0.191,86.84578753242855,1,0,6.29,4976.96,905.76,26.67,380,139.98,6429.37,10594.28,4164.91,39.3,10,7,ON-TIME,0.0,0.0,1.086871291183134,144.0,254.0
JOB-01089,2022-06-12,CUST-A,4080,Red Day,Foil,4/4 + Spot Gloss,121,7963,2,8981,1086701,11.34,0.14,0.048,28.5,0.184,90.45336499305954,1,0,5.11,2873.92,715.4,18.03,380,80.83,4068.18,5932.05,1863.87,31.4,3,7,LATE,0.0,0.0,1.3463631747893217,140.0,250.0
JOB-01090,2022-06-13,CUST-A,4210,Black Night,Foil,4/4 + Spot Gloss,100,8266,1,9208,920800,10.23,0.1,0.196,24.3,0.147,93.12056518515753,1,0,3.18,2946.56,489.72,19.42,380,82.87,3918.57,5874.76,1956.19,33.3,4,5,LATE,0.0,0.0,1.372949857002621,154.0,289.0
JOB-01091,2022-06-13,CUST-B,4140,Black Day,White,4/4 CMYK,100,12268,2,12774,1277400,3.96,0.1,0.003,20.6,0.358,,1,0,4.04,702.57,565.6,16.9,260,0.0,1545.07,3206.31,1661.24,51.8,7,6,ON-TIME,0.0,0.0,0.8959159251474996,140.0,250.0
JOB-01092,2022-06-13,CUST-A,4140,Black Day,White,4/4 CMYK,121,13741,2,14293,1729453,3.86,0.1,0.164,24.3,0.002,,1,0,4.57,786.12,639.8,12.88,260,0.0,1698.8,3213.36,1514.56,47.1,8,6,ON-TIME,0.0,0.0,1.1734931778740156,140.0,250.0
JOB-01093,2022-06-14,CUST-A,4180,Black Day,White,4/4 + Spot Gloss,121,7867,2,8408,1017368,6.43,0.1,0.0,27.1,0.011,,1,1,3.56,462.44,498.4,18.97,380,75.67,1435.48,2344.36,908.88,38.8,7,7,ON-TIME,0.3333333333333333,0.0,1.036273450343524,140.0,250.0
JOB-01094,2022-06-14,CUST-A,4360,Red Day,Foil,4/4 + Spot UV,121,9062,2,10000,1210000,9.38,0.12,0.269,18.8,0.184,72.53179408704007,1,0,4.18,3200.0,585.2,19.34,380,90.0,4274.54,6526.03,2251.49,34.5,6,7,LATE,0.0,0.0,1.1025528671538543,140.0,250.0
JOB-01095,2022-06-14,CUST-B,4080,Red Day,White,4/4 CMYK,121,7735,2,8198,991958,5.65,0.13,0.045,38.0,0.079,,0,0,3.9,450.89,546.0,11.33,260,0.0,1268.22,2371.68,1103.46,46.5,7,4,ON-TIME,0.0,0.25,1.179056069223724,140.0,250.0
JOB-01096,2022-06-14,CUST-A,4180,Red Day,White,4/4 + Foil Stamp,100,5000,2,5465,546500,8.51,0.1,0.007,17.4,0.672,,0,0,2.89,300.58,404.6,10.71,520,98.37,1334.26,2047.86,713.6,34.8,9,6,ON-TIME,0.0,0.25,1.1557988609653156,140.0,250.0
JOB-01097,2022-06-14,CUST-B,4180,Red Day,Foil,4/4 CMYK,100,9121,2,10059,1005900,9.32,0.43,0.117,20.1,0.038,71.1857889564823,1,0,5.03,3218.88,704.2,11.58,260,0.0,4194.66,7054.73,2860.07,40.5,5,5,ON-TIME,0.0,0.0,1.3950985005240426,140.0,250.0
JOB-01098,2022-06-14,CUST-A,4180,Black Night,White,4/4 + Spot Gloss,100,8816,2,9439,943900,6.6,0.14,0.169,28.0,0.036,,1,0,3.67,519.14,528.48,19.46,380,84.95,1532.03,2649.39,1117.36,42.2,5,5,ON-TIME,0.0,0.0,1.3497231254952555,144.0,254.0
JOB-01099,2022-06-15,CUST-B,4520,Red Night,Foil,4/4 + Spot Gloss,100,5000,2,5690,569000,12.13,0.19,0.064,34.1,0.147,88.83879793275062,0,0,3.94,1820.8,567.36,9.13,380,51.21,2828.5,4698.86,1870.36,39.8,6,5,ON-TIME,0.0,0.25,1.7088867971443302,144.0,254.0
JOB-01100,2022-06-15,CUST-A,4140,Red Day,White,4/4 + Spot Gloss,121,12584,2,13304,1609784,5.41,0.55,0.073,20.4,0.049,,1,0,4.32,731.72,604.8,19.96,380,119.74,1856.22,3251.2,1394.98,42.9,10,5,ON-TIME,0.0,0.0,1.0107934181884746,140.0,250.0
JOB-01101,2022-06-15,CUST-B,4210,Black Night,Foil,4/4 CMYK,100,11933,1,13140,1314000,9.19,0.2,0.411,19.6,0.066,100.0,1,0,3.41,4204.8,525.14,12.23,260,0.0,5002.17,8304.68,3302.51,39.8,8,5,ON-TIME,0.0,0.0,0.9787774932408541,154.0,289.0
JOB-01102,2022-06-15,CUST-A,4140,Black Night,White,4/4 CMYK,100,12782,2,13364,1336400,4.35,0.38,0.02,28.2,0.438,,1,0,3.97,735.02,571.68,18.12,260,0.0,1584.82,2928.02,1343.2,45.9,9,5,ON-TIME,0.0,0.0,0.7145247772518867,144.0,254.0
JOB-01103,2022-06-15,SPOT-JOBS,4210,Black Night,White,4/4 + Spot Gloss,121,6927,1,7398,895158,6.37,0.1,0.114,22.8,0.004,,1,0,1.93,406.89,297.22,16.46,380,66.58,1167.15,2245.67,1078.52,48.0,11,4,ON-TIME,0.0,0.0,1.0453125181638256,154.0,289.0
JOB-01104,2022-06-16,CUST-A,4520,Black Night,White,4/4 CMYK,100,5000,2,5295,529500,5.57,0.1,0.024,27.6,0.125,,1,0,2.17,291.23,312.48,7.07,260,0.0,870.78,1567.24,696.46,44.4,9,6,ON-TIME,0.0,0.0,0.9853933987376086,144.0,254.0
JOB-01105,2022-06-16,CUST-A,4180,Red Day,White,4/4 CMYK,121,11869,2,12377,1497617,4.1,0.1,0.036,23.1,0.064,,1,0,4.02,680.74,562.8,17.16,260,0.0,1520.7,2784.76,1264.06,45.4,8,6,ON-TIME,0.0,0.0,0.8782329369292499,140.0,250.0
JOB-01106,2022-06-16,CUST-A,4180,Red Night,White,4/4 + Spot Gloss,100,7343,2,7883,788300,6.85,0.11,0.025,23.1,0.076,,1,0,2.87,433.56,413.28,18.05,380,70.95,1315.84,2189.48,873.64,39.9,11,5,ON-TIME,0.0,0.0,0.8133157205598817,144.0,254.0
JOB-01107,2022-06-16,CUST-A,4520,Black Night,Foil,4/4 + Spot Gloss,121,6437,2,7276,880396,11.53,0.1,0.065,34.6,0.047,90.48632413357413,0,0,3.57,2328.32,514.08,13.67,380,65.48,3301.55,4892.03,1590.48,32.5,6,4,ON-TIME,0.0,0.25,1.0148643681597929,144.0,254.0
JOB-01108,2022-06-16,CUST-A,4210,Black Day,White,4/4 CMYK,121,5000,1,5266,637186,5.05,0.14,0.0,10.5,0.02,,1,0,1.7,289.63,255.0,5.09,260,0.0,809.72,1334.08,524.36,39.3,7,6,ON-TIME,0.0,0.0,1.0813949989761535,150.0,285.0
JOB-01109,2022-06-16,SPOT-JOBS,4210,Red Day,White,4/4 + Spot Gloss,100,8898,1,9409,940900,5.43,0.1,0.021,27.0,0.005,,1,0,2.0,517.5,300.0,18.37,380,84.68,1300.55,2520.22,1219.67,48.4,10,6,ON-TIME,0.0,0.0,0.9437245384369575,150.0,285.0
JOB-01110,2022-06-16,SPOT-JOBS,4180,Black Night,Foil,4/4 + Spot UV,121,16309,2,18310,2215510,10.93,0.26,0.07,31.1,0.789,89.97896486860458,0,0,7.01,5859.2,1009.44,31.59,380,164.79,7445.02,13324.45,5879.43,44.1,3,6,LATE,0.0,0.25,0.8780026748809476,144.0,254.0
JOB-01111,2022-06-17,CUST-A,4210,Red Day,White,4/4 CMYK,121,7978,1,8330,1007930,4.23,0.1,0.058,18.1,0.149,,1,0,1.64,458.15,246.0,8.95,260,0.0,973.1,1523.94,550.84,36.1,6,5,ON-TIME,0.0,0.0,0.568391149867248,150.0,285.0
